Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Chrome 120.0.0.0,,,29-01-2024 11:55:36,29-01-2024 11:55:36,0.354s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/input_programs""))",Chrome 120.0.0.0,,,29-01-2024 11:55:36,29-01-2024 11:55:37,0.762s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/label_Medicare""))",Chrome 120.0.0.0,,,29-01-2024 11:55:37,29-01-2024 11:55:37,0.338s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/input_visit_date""))",Chrome 120.0.0.0,,,29-01-2024 11:55:37,29-01-2024 11:55:38,0.343s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/td_25""))",Chrome 120.0.0.0,,,29-01-2024 11:55:38,29-01-2024 11:55:38,0.533s,PASSED
"setText(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/textarea_comment""), ""Take an 2nd Appointment"")",Chrome 120.0.0.0,,,29-01-2024 11:55:38,29-01-2024 11:55:39,0.934s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 120.0.0.0,,,29-01-2024 11:55:39,29-01-2024 11:55:40,0.660s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 120.0.0.0,,,29-01-2024 11:55:40,29-01-2024 11:55:41,1.003s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 120.0.0.0,,,29-01-2024 11:55:41,29-01-2024 11:55:41,0.384s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Seoul CURA Healthcare Center"", true)",Chrome 120.0.0.0,,,29-01-2024 11:55:41,29-01-2024 11:55:43,1.457s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Chrome 120.0.0.0,,,29-01-2024 11:55:43,29-01-2024 11:55:43,0.363s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/input_programs_1""))",Chrome 120.0.0.0,,,29-01-2024 11:55:43,29-01-2024 11:55:43,0.426s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/input_visit_date""))",Chrome 120.0.0.0,,,29-01-2024 11:55:43,29-01-2024 11:55:44,0.387s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/td_31""))",Chrome 120.0.0.0,,,29-01-2024 11:55:44,29-01-2024 11:55:44,0.477s,PASSED
"setText(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/textarea_comment""), ""Take Multiple Appointments"")",Chrome 120.0.0.0,,,29-01-2024 11:55:44,29-01-2024 11:55:45,0.802s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 120.0.0.0,,,29-01-2024 11:55:45,29-01-2024 11:55:46,0.685s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/amenu-toggle""))",Chrome 120.0.0.0,,,29-01-2024 11:55:46,29-01-2024 11:55:46,0.511s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Multiple Appointments/Page_CURA Healthcare Service/a_History""))",Chrome 120.0.0.0,,,29-01-2024 11:55:46,29-01-2024 11:55:47,0.818s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,29-01-2024 11:55:47,29-01-2024 11:55:48,0.384s,PASSED
Start listener action : sampleAfterTestCase,Chrome 120.0.0.0,,,29-01-2024 11:55:48,29-01-2024 11:55:48,0.101s,ERROR
Start listener action : sampleAfterTestCase,Chrome 120.0.0.0,,,29-01-2024 11:55:48,29-01-2024 11:55:48,0.112s,ERROR
